,gender,name,id,known_for_department,popularity
nm0179690,2,Raymond Cordy,117803,Acting,1.614
nm0545384,2,Henri Marchand,117802,Acting,0.6
nm0289840,0,Rolla France,117804,Acting,0.6
nm0166622,0,Frank Clifford,28873,Production,0.6
nm0494386,0,René Le Hénaff,37719,Editing,0.6
nm0404158,2,Walter Huston,19020,Acting,1.502
nm0425512,1,Kay Johnson,19021,Acting,0.611
nm0191870,1,Constance Cummings,19022,Acting,1.09
nm0245385,2,Allan Dwan,93905,Directing,0.75
nm0624756,2,Roy William Neill,25165,Directing,1.4
nm0006388,2,David O. Selznick,3248,Production,1.128
nm0362267,1,Ann Harding,103441,Acting,1.052
nm0001485,1,Myrna Loy,13577,Acting,1.68
nm0307326,2,William Gargan,87697,Acting,1.756
nm0341486,2,Edward H. Griffith,253066,Directing,1.7
nm0002030,2,George Cukor,14674,Directing,2.17
nm0413590,2,Horace Jackson,1008623,Writing,1.4
nm0058129,2,Philip Barry,14675,Writing,0.6
nm0933133,2,Carey Wilson,72063,Writing,1.62
nm0605904,1,Karen Morley,13354,Acting,1.694
nm0495728,2,Maurice Leblanc,24767,Writing,1.38
nm0188544,2,Francis de Croisset,98439,Writing,0.6
nm0892045,2,Bayard Veiller,1064941,Writing,0.828
nm0677125,1,Dorothy Peterson,81293,Acting,1.553
nm0102643,2,Charles Brabin,32133,Directing,0.84
nm0005661,2,Norbert Brodine,33225,Camera,0.6
nm0061640,1,Anne Bauchens,51311,Editing,1.048
nm0730837,2,Arthur Roberts,120177,Editing,0.6
nm0000031,1,Katharine Hepburn,6598,Acting,2.881
nm0000992,1,Billie Burke,9071,Acting,1.708
nm0340799,2,Harry Wagstaff Gribble,568270,Writing,0.6
nm0199304,1,Clemence Dane,108625,Writing,0.6
nm0000070,2,Max Steiner,3249,Sound,1.708
nm0003123,1,Dolores del Río,31876,Acting,2.072
nm0566948,2,Joel McCrea,20501,Acting,2.351
nm0356568,2,John Halliday,14688,Acting,2.26
nm0876445,0,Richard Walton Tully,992878,Writing,0.6
nm0740537,2,Wells Root,96253,Writing,1.597
nm0005862,2,Hans Schneeberger,2915,Crew,0.98
nm0726166,1,Leni Riefenstahl,10139,Acting,1.96
nm0927436,0,Mathias Wieman,32007,Acting,1.052
nm0299777,0,Beni Führer,566162,Acting,0.6
nm0392774,0,Max Holzboer,53886,Acting,0.6
nm0562346,2,Carl Mayer,2792,Writing,1.38
nm0812399,2,Harry R. Sokal,49288,Production,0.84
nm0005959,2,Giuseppe Becce,2996,Sound,0.98
nm0000026,2,Cary Grant,2638,Acting,3.385
nm0003339,2,Herbert Marshall,2435,Acting,2.188
nm0601129,2,Dickie Moore,10165,Acting,1.4
nm0299154,2,Jules Furthman,4297,Writing,2.134
nm0491076,0,S.K. Lauren,117851,Writing,1.4
nm0322688,2,Bert Glennon,14960,Camera,2.103
nm0235521,1,Billie Dove,34744,Acting,1.917
nm0002051,2,Jimmy Durante,34745,Acting,1.941
nm0332539,0,Edmund Goulding,34740,Directing,1.706
nm0002616,1,Anita Loos,11436,Writing,1.999
nm0817809,0,Ralph Spence,148431,Writing,1.553
nm0002197,2,William Axt,29967,Sound,0.98
nm0873306,0,Suzanne de Troeye,1330526,Editing,0.6
nm0354325,1,Marcelle Hainia,140349,Acting,0.6
nm0503495,1,Sévérine Lerczinska,140350,Acting,0.6
nm0311790,0,Jean Gehret,140351,Acting,0.6
nm0268988,0,René Fauchois,588851,Acting,0.6
nm0884152,0,Albert Valentin,1150389,Writing,0.98
nm0039792,2,Georges Asselin,1342303,Camera,0.6
nm0005800,2,Victor Milner,30258,Camera,1.4
nm0007216,1,Nancy Carroll,145831,Acting,0.84
nm0392004,2,Phillips Holmes,113513,Acting,1.22
nm0141782,1,Louise Carter,34750,Acting,1.048
nm0744565,0,Maurice Rostand,1144686,Writing,0.6
nm0075351,2,Reginald Berkeley,563119,Writing,1.4
nm0484439,2,David Landau,131813,Acting,1.4
nm0429923,1,Dorothy Jordan,30558,Acting,1.646
nm0017013,2,Hardie Albright,31702,Acting,2.094
nm0002031,2,Michael Curtiz,4109,Directing,1.943
nm0338233,0,Paul Green,1092564,Writing,0.6
nm0472049,2,Harry Harrison Kroll,1371631,Writing,1.4
nm0025497,2,George Amy,18800,Editing,0.62
nm0646163,0,Vera M. Oldham,1023469,Writing,0.6
nm0522926,2,Edmund Lowe,99749,Acting,1.333
nm0912115,0,Irene Ware,82489,Acting,1.4
nm0612743,2,Herbert Mundin,72060,Acting,1.594
nm0580017,2,William Cameron Menzies,11489,Art,3.083
nm0890085,2,Marcel Varnel,231085,Directing,1.166
nm0247440,0,Harry A. Earnshaw,1023466,Writing,0.6
nm0488295,2,John Larkin,115760,Writing,1.4
nm0154183,1,Ruth Chatterton,130385,Acting,1.8
nm0248890,1,Helen Jerome Eddy,34213,Acting,0.84
nm0594594,2,Wilson Mizner,74880,Writing,0.6
nm0064595,0,Gerald Beaumont,1281046,Writing,0.648
nm0371771,1,Lillie Hayward,62756,Writing,1.048
nm0344469,0,Lucienne Grumberg,1092563,Directing,0.6
nm0087018,2,Pierre Blanchar,239396,Acting,1.788
nm0300388,2,Gabriel Gabrio,94937,Acting,0.98
nm0889024,2,Charles Vanel,2566,Acting,2.549
nm0014656,2,Raymond Aimos,308779,Acting,1.96
nm0076368,2,Raymond Bernard,548728,Directing,1.148
nm0233593,0,Roland Dorgelès,1092560,Writing,0.6
nm0485676,0,André Lang,1092561,Writing,0.6
nm0472590,2,Jules Kruger,29732,Camera,0.6
nm0722771,2,René Ribault,1092562,Camera,0.6
nm0245304,1,Ann Dvorak,13353,Acting,2.8
nm0511599,2,Eric Linden,124853,Acting,2.708
nm0001328,2,Howard Hawks,11435,Directing,2.489
nm0124002,2,Niven Busch,120312,Writing,1.38
nm0589316,2,Seton I. Miller,67428,Writing,2.626
nm0929925,2,Warren William,76974,Acting,1.84
nm0452128,2,Guy Kibbee,30002,Acting,2.086
nm0651754,1,Vivienne Osborne,95020,Acting,1.646
nm0855850,2,Courtney Terrett,128781,Writing,0.98
nm0742523,0,George Rosener,32995,Acting,1.4
nm0041172,2,Lionel Atwill,2495,Acting,1.59
nm0942039,1,Fay Wray,3242,Acting,2.818
nm0870543,2,Lee Tracy,33003,Acting,1.4
nm0288003,2,Preston Foster,33004,Acting,2.129
nm0850927,0,Robert Tasker,32993,Writing,1.73
nm0049898,0,Earl Baldwin,32994,Writing,1.389
nm0174106,0,Howard Warren Comstock,32991,Writing,0.6
nm0587867,0,Allen C. Miller,32992,Writing,0.6
nm0115597,1,Virginia Bruce,95314,Acting,2.174
nm0394407,1,Hedda Hopper,8637,Acting,1.782
nm0068419,2,Monta Bell,1024473,Directing,1.4
nm0048758,2,Melville Baker,94328,Writing,1.708
nm0005849,2,Harold Rosson,9057,Camera,0.98
nm0545298,2,Fredric March,13576,Acting,2.268
nm0387556,1,Rose Hobart,29599,Acting,2.256
nm0378555,2,Holmes Herbert,29600,Acting,2.493
nm0388755,2,Samuel Hoffenstein,29596,Writing,1.4
nm0372698,0,Percy Heath,29597,Writing,1.076
nm0829044,2,Robert Louis Stevenson,29533,Writing,1.421
nm0835365,2,Karl Struss,9081,Camera,0.6
nm0237597,1,Marie Dressler,89610,Acting,1.081
nm0188673,2,Richard Cromwell,20367,Acting,1.4
nm0780803,1,Zelda Sears,590253,Writing,1.4
nm0001443,1,Hedy Lamarr,89088,Acting,1.931
nm0595687,2,Aribert Mog,50915,Acting,0.652
nm0737396,2,Zvonimir Rogoz,1031182,Acting,1.4
nm0469597,2,Leopold Kramer,590691,Acting,1.029
nm0532561,2,Gustav Machatý,101374,Directing,1.4
nm0394750,2,Robert Horky,590976,Acting,0.6
nm0394746,2,František Horký,1468997,Writing,0.6
nm0462949,0,Jacques A. Koerpel,1468998,Writing,0.6
nm0484029,2,Raymond Lamy,10350,Editing,0.6
nm0218225,1,Orane Demazis,564273,Acting,0.6
nm0002165,2,Marc Allégret,238954,Directing,1.4
nm0780020,2,Vincent Scotto,89085,Sound,0.6
nm0867720,2,Nikolai Toporkoff,1320299,Camera,0.6
nm0485702,2,Charles Lang,3148,Camera,0.6
nm0680102,1,Mary Philips,48960,Acting,0.98
nm0002133,2,Ernest Hemingway,38233,Writing,1.008
nm0821716,0,Laurence Stallings,29966,Writing,1.7
nm0000897,2,Ralph Bellamy,1208,Acting,1.954
nm0942639,2,Maurice Wright,29343,Editing,0.6
nm0045754,1,Olga Baclanova,1508,Acting,1.4
nm0325135,2,Willis Goldbeck,1503,Writing,1.15
nm0330390,2,Leon Gordon,1504,Writing,1.02
nm0090213,2,Al Boasberg,1500,Writing,0.98
nm0200125,2,William H. Daniels,3637,Camera,1.4
nm0062139,1,Vicki Baum,27899,Writing,1.4
nm0237033,0,William A. Drake,81932,Writing,0.6
nm0941138,2,Edgar Allan Woolf,1505,Writing,0.6
nm0244168,2,Junior Durkin,940219,Acting,1.4
nm0169067,2,Frank Coghlan Jr.,120822,Acting,2.101
nm0383304,2,Howard Higgin,588447,Directing,1.38
nm0304321,2,Paul Gangelin,129083,Writing,1.382
nm0649913,0,B. Harrison Orkow,1024810,Writing,1.4
nm0005874,2,Allen G. Siegler,34438,Camera,1.4
nm0775472,2,Edward Schroeder,1031548,Editing,0.98
nm0436095,2,Bert Kalmar,30009,Writing,1.4
nm0748438,2,Harry Ruby,12924,Writing,1.38
nm0865115,2,Arthur L. Todd,119535,Camera,0.6
nm0000068,2,Randolph Scott,1009,Acting,1.271
nm0782682,2,William A. Seiter,108987,Directing,1.834
nm0522674,1,Josephine Lovett,145830,Writing,1.094
nm0545309,2,Joseph Moncure March,999830,Writing,1.428
nm0272646,0,Harvey Fergusson,145829,Writing,1.4
nm0612847,2,Paul Muni,13352,Acting,1.149
nm0899091,1,Helen Vinson,99349,Acting,1.826
nm0122859,0,Robert E. Burns,1098539,Writing,0.6
nm0337914,2,Howard J. Green,103444,Writing,1.566
nm0316807,2,Sheridan Gibney,119462,Writing,0.702
nm0731596,2,Stephen Roberts,99346,Directing,2.268
nm0001452,2,Charles Laughton,10921,Acting,2.344
nm0001211,2,W.C. Fields,13954,Acting,1.646
nm0706368,2,George Raft,3152,Acting,1.342
nm0190516,2,James Cruze,94305,Directing,1.4
nm0401680,2,H. Bruce Humberstone,87700,Directing,1.009
nm0578985,2,Lothar Mendes,138144,Directing,1.029
nm0001635,2,William Powell,32428,Acting,2.188
nm0290215,1,Kay Francis,2434,Acting,1.917
nm0312510,2,Erwin S. Gelsey,108498,Writing,1.258
nm0283780,2,Ladislas Fodor,45621,Writing,1.593
nm0088602,0,Bertram Bloch,235526,Writing,0.6
nm0892473,1,Lupe Vélez,89933,Acting,2.245
nm0184738,0,William J. Cowen,129284,Directing,0.706
nm0212240,0,Chester De Vonde,1492388,Writing,0.6
nm0330370,0,Kilbourn Gordon,1492391,Writing,0.6
nm0035552,2,Paul Armont,413187,Writing,0.6
nm0531776,1,Jeanette MacDonald,98462,Acting,1.4
nm0125325,2,Charles Butterworth,90380,Acting,0.766
nm0547938,0,George Marion Jr.,101889,Writing,1.684
nm0950150,2,Waldemar Young,29756,Writing,2.884
nm0545401,0,Léopold Marchand,932008,Writing,0.84
nm0005913,2,James Van Trees,144124,Camera,0.6
nm0002183,2,George Arliss,124309,Acting,1.4
nm0376000,1,Violet Heming,1070708,Acting,0.6
nm0525283,2,André Luguet,126744,Acting,1.62
nm0012317,2,John G. Adolfi,1058272,Directing,0.6
nm0329136,0,Jules Eckert Goodman,1365830,Writing,0.6
nm0606563,0,Gouverneur Morris,1298623,Writing,0.98
nm0430756,0,Julien Josephson,97986,Writing,2.143
nm0398021,0,Maude T. Howell,1109543,Writing,1.4
nm0737544,2,Sax Rohmer,32113,Writing,1.176
nm0823633,2,Charles Starrett,32137,Acting,1.868
nm0896533,2,Charles Vidor,32134,Directing,0.753
nm0474114,1,Irene Kuhn,32135,Writing,0.6
nm0929616,2,John Willard,32136,Writing,0.6
nm0003895,2,Ramon Novarro,85425,Acting,3.392
nm0280463,2,George Fitzmaurice,114337,Directing,1.777
nm0083532,0,Leo Birinsky,98076,Writing,0
nm0026639,1,Doris Anderson,1112504,Writing,2.086
nm0256298,2,Gilbert Emery,95757,Acting,1.62
nm0000075,2,Spencer Tracy,12147,Acting,2.24
nm0000910,1,Joan Bennett,7639,Acting,2.414
nm0122783,1,Marion Burns,89936,Acting,0.6
nm0909648,2,George Walsh,633744,Acting,0.771
nm0909825,2,Raoul Walsh,8823,Directing,1.248
nm0462111,2,Arthur Kober,163290,Writing,0.6
nm0169879,2,Alfred A. Cohn,14282,Writing,1.4
nm0642988,2,Jack Oakie,14028,Acting,1.943
nm0167395,2,Andy Clyde,138148,Acting,1.4
nm0730739,1,Lyda Roberti,742536,Acting,0.63
nm0166836,2,Edward F. Cline,13953,Directing,1.7
nm0616730,2,Henry Myers,223371,Writing,1.566
nm0057897,0,Nicholas T. Barrows,144023,Writing,1.4
nm0102718,2,Sidney Bracey,80546,Acting,1.4
nm0495285,2,Rex Lease,96713,Acting,0.753
nm0721989,1,Vera Reynolds,932464,Acting,1.019
nm0507752,0,Sheldon Lewis,29589,Acting,1.4
nm0041681,2,Mischa Auer,39801,Acting,2.62
nm0833965,0,Frank R. Strayer,34170,Directing,1.4
nm0000252,2,Robert Ellis,29347,Writing,1.15
nm0188817,0,Jules Cronjager,1353751,Crew,0.6
nm0732439,0,Byron Robinson,1193857,Editing,0.6
nm0560442,1,Martha Mattox,589729,Acting,1.566
nm0314706,2,Henry W. Gerrard,35242,Camera,0.6
nm0052203,2,Leslie Banks,20502,Acting,1.788
nm0035877,2,Robert Armstrong,3243,Acting,1.327
nm0681635,2,Irving Pichel,20370,Acting,1.228
nm0774325,2,Ernest B. Schoedsack,3239,Directing,1.781
nm0187256,2,James Ashmore Creelman,3240,Writing,1.052
nm0175028,2,Richard Connell,20500,Writing,1.38
nm0516001,2,Harold Lloyd,88953,Acting,1.4
nm0861034,2,Kenneth Thomson,96056,Acting,0.98
nm0167113,1,Louise Closser Hale,13344,Acting,1.4
nm0115669,2,Clyde Bruckman,10517,Writing,1.171
nm0493071,2,Vincent Lawrence,559101,Writing,2.268
nm0426515,1,Agnes Christine Johnston,148426,Writing,1.052
nm0340599,2,John Grey,143563,Writing,1.4
nm0012148,0,Felix Adler,140877,Writing,0.652
nm0836181,2,Charles J. Stumar,78833,Camera,0.6
nm0423685,1,Zita Johann,78828,Acting,0.6
nm0126365,2,Arthur Byron,78829,Acting,1.4
nm0701233,0,Nina Wilcox Putnam,1379587,Writing,0.6
nm0446381,0,Ethel M. Kelly,1307585,Writing,0.6
nm0000748,2,Leon Ames,13994,Acting,1.686
nm0729991,2,Bert Roach,29987,Acting,1.27
nm0282984,2,Robert Florey,29808,Directing,1.4
nm0000590,2,Edgar Allan Poe,48415,Writing,5.245
nm0001379,2,John Huston,6593,Acting,2.168
nm0507932,2,Val Lewton,97047,Production,1.4
nm0001479,1,Carole Lombard,2491,Acting,3.451
nm0593372,2,Grant Mitchell,30215,Acting,1.166
nm0914362,1,Maurine Dallas Watkins,149104,Writing,0.694
nm0343228,0,Milton Herbert Gropper,1281437,Writing,0.6
nm0513325,2,Leon M. Lion,77669,Acting,0.828
nm0340514,1,Anne Grey,77670,Acting,1.148
nm0835738,2,John Stuart,30709,Acting,1.805
nm0130740,2,Donald Calthrop,7384,Acting,1.594
nm0267537,0,Joseph Jefferson Farjeon,553843,Writing,1.164
nm0010063,0,Rodney Ackland,236446,Writing,0.615
nm0231231,0,Adolph Hallis,553845,Sound,0
nm0093988,1,Lilian Bond,145832,Acting,1.4
nm0001784,1,Gloria Stuart,8535,Acting,1.336
nm0697362,0,J.B. Priestley,103736,Writing,1.4
nm0792670,2,R.C. Sherriff,65854,Writing,1.052
nm0006123,2,W. Franke Harling,13336,Sound,1.4
nm0864931,1,Genevieve Tobin,81167,Acting,1.646
nm0198847,1,Lili Damita,590617,Acting,1.052
nm0773083,0,Lothar Schmidt,1010120,Writing,0.6
nm0570451,2,Frank McHugh,74875,Acting,1.623
nm0533956,1,Aline MacMahon,74874,Acting,1.394
nm0307819,2,Tay Garnett,74878,Directing,1.4
nm0515921,2,Art Lloyd,131410,Camera,0.98
nm0226858,2,Don Dillaway,131448,Acting,1.838
nm2028596,1,Jacquie Lyn,1457623,Acting,0.98
nm0550892,2,George Marshall,19093,Directing,1.761
nm0564971,2,Ray McCarey,93901,Directing,1.4
nm0085295,2,Harry Black,33228,Crew,0.6
nm0294137,2,Lloyd French,137400,Directing,2.884
nm0457681,2,Jack Kitchin,355197,Editing,0.6
nm0646829,1,Edna May Oliver,82412,Acting,1.96
nm0322299,2,James Gleason,30537,Acting,1.237
nm0002179,2,George Archainbaud,101885,Directing,1.686
nm0658457,0,Stuart Palmer,117693,Writing,0.98
nm0107614,0,Lowell Brentano,129558,Writing,0.6
nm0580648,1,Bess Meredyth,103049,Writing,1.4
nm0369058,2,Raymond Hatton,90333,Acting,1.691
nm0763453,2,Alfred Santell,89683,Directing,1.4
nm0562892,1,Margaret Mayo,1360169,Writing,0.6
nm0107575,2,George Brent,20364,Acting,2.619
nm0847939,2,Lyle Talbot,34119,Acting,1.674
nm0834553,0,Arthur Stringer,575491,Writing,0.6
nm0397300,2,Fred Howard,33973,Acting,1.4
nm0376698,2,Ben Hendricks Jr.,229958,Acting,1.052
nm0173303,2,John Colton,128436,Writing,1.4
nm0709888,0,Clemence Randolph,1185454,Writing,0.6
nm0560857,2,W. Somerset Maugham,27916,Writing,1.988
nm0027173,2,Maxwell Anderson,67807,Writing,0.698
nm0000856,1,Ethel Barrymore,97777,Acting,1.69
nm0604960,2,Ralph Morgan,103449,Acting,1.4
nm0713270,2,Gene Raymond,117419,Acting,1.594
nm0281808,2,Victor Fleming,9049,Directing,1.094
nm0536941,2,John Lee Mahin,29618,Writing,1.581
nm0172812,0,Wilson Collison,555902,Writing,1.708
nm0829330,2,Donald Ogden Stewart,14676,Writing,1.4
nm0606431,2,Chester Morris,34754,Acting,2.059
nm0116693,0,Katharine Brush,1167749,Writing,1.052
nm0270765,2,Felix E. Feist,103910,Directing,1.4
nm0280234,2,F. Scott Fitzgerald,40035,Writing,0
nm0233467,1,Adrienne Dore,588934,Acting,1.4
nm0678723,1,Ethel Pettit,1189826,Writing,1.4
nm0662059,2,Austin Parker,374004,Writing,0.6
nm0548832,2,George Marks,34753,Editing,0.6
nm0447597,2,Henry Kendall,114768,Acting,0
nm0058039,1,Joan Barry,115153,Acting,1.38
nm0549385,2,Percy Marmont,27929,Acting,1.4
nm0023894,1,Betty Amann,222671,Acting,1.4
nm0172246,2,Dale Collins,554105,Writing,0
nm0884318,2,Val Valentine,96377,Writing,1.388
nm4517768,2,John Maxwell,7385,Production,0.6
nm0674019,2,Osgood Perkins,13355,Acting,1.4
nm0744514,2,Richard Rosson,226631,Directing,0.84
nm0870660,0,Armitage Trail,13347,Writing,0.6
nm0335517,2,Lawrence Grant,13343,Acting,1.186
nm0111612,2,Clive Brook,13340,Acting,1.617
nm0938923,1,Anna May Wong,13341,Acting,1.943
nm0381152,0,Harry Hervey,224400,Writing,0.98
nm0657874,2,Eugene Pallette,8728,Acting,1.426
nm0797197,0,Henryk Sienkiewicz,25315,Writing,0.6
nm0484748,1,Elissa Landi,32924,Acting,1.566
nm0001124,2,Cecil B. DeMille,8636,Directing,2.268
nm0118227,2,Sidney Buchman,30208,Writing,1.4
nm0057316,0,Wilson Barrett,1159953,Writing,0.6
nm0373773,2,O.P. Heggie,2932,Acting,1.4
nm0184785,1,Jane Cowl,124558,Acting,1.048
nm0613848,1,Jane Murfin,88873,Writing,2.321
nm0921995,1,Claudine West,14859,Writing,1.632
nm0269524,2,William Pawley,242238,Acting,1.38
nm0783643,1,Ruth Selwyn,148514,Acting,0.98
nm0865298,1,Thelma Todd,97980,Acting,1.166
nm0445502,0,Clarence Budington Kelland,143565,Writing,1.4
nm0919321,2,Johnny Weissmuller,94936,Acting,2.885
nm0001577,1,Maureen O'Sullivan,41516,Acting,2.534
nm0123194,2,Edgar Rice Burroughs,15776,Writing,0
nm0637040,2,Ivor Novello,27915,Acting,1.4
nm0005682,2,Clyde De Vinna,418836,Camera,0.648
nm0831889,2,George E. Stone,3163,Acting,1.706
nm0629862,0,Kenyon Nicholson,1144895,Writing,0.652
nm0258762,2,Hans Erdmann,9838,Sound,0.6
nm0459030,2,Rudolf Klein-Rogge,77,Acting,3.083
nm0099786,2,Thomy Bourdelle,544712,Acting,1.38
nm0226158,2,Gustav Diessl,32004,Acting,1.96
nm0415167,2,Norbert Jacques,47086,Writing,1.38
nm0829954,2,René Sti,1004634,Directing,0.6
nm0869860,2,Leo Tover,12279,Camera,1.22
nm0857230,2,Tiffany Thayer,111580,Writing,0.6
nm0650338,2,Samuel Ornitz,127777,Writing,1.287
nm0193568,2,Ray Curtiss,103497,Editing,0.6
nm0428177,2,Grover Jones,2430,Writing,1.435
nm0015801,2,Aladar Laszlo,2429,Writing,0.6
nm0619798,2,J. Carrol Naish,30686,Acting,1.788
nm0504443,0,Elliott Lester,222573,Writing,0.6
nm0002542,2,Terry O. Morse,29321,Directing,1.646
nm0756870,2,Tatsuo Saitô,213511,Acting,1.96
nm0031832,0,Tomio Aoki,142474,Acting,1.467
nm0948989,1,Mitsuko Yoshikawa,145253,Acting,2.134
nm0299343,0,Akira Fushimi,1081300,Writing,1.932
nm0406601,0,Geibei Ibushiya,1092902,Writing,0.6
nm1529472,0,Donald Sosin,1092903,Sound,0.6
nm0922170,2,Nicolas de Gunzburg,11583,Production,0.6
nm0776914,2,Maurice Schutz,11586,Acting,0.6
nm0541675,0,Rena Mandel,11588,Acting,0.6
nm0773525,1,Sybille Schmitz,11587,Acting,1.492
nm0003433,2,Carl Theodor Dreyer,11572,Directing,2.423
nm0494257,2,Sheridan Le Fanu,11573,Writing,1.176
nm0432143,0,Christen Jul,11574,Directing,1.114
nm0954632,2,Wolfgang Zeller,11575,Sound,0.98
nm0005789,2,Rudolph Maté,11593,Camera,1.4
nm0548993,2,Ben Markson,137207,Writing,1.17
nm0000909,1,Constance Bennett,89731,Acting,2.047
nm0792514,2,Lowell Sherman,116186,Acting,1.194
nm0711855,2,Gregory Ratoff,10610,Acting,2.588
nm0288706,2,Gene Fowler,1052135,Writing,1.4
nm0114602,2,Rowland Brown,87373,Writing,1.917
nm0572886,2,Harold McLernon,123008,Editing,0.984
nm0068705,0,Madge Bellamy,96470,Acting,1.686
nm0147248,2,Joseph Cawthorn,34758,Acting,1.553
nm0292537,2,Robert Frazer,96471,Acting,1.4
nm0356931,2,Victor Halperin,90064,Directing,1.4
nm0922951,0,Garnett Weston,1018951,Writing,1.553
nm0356922,0,Edward Halperin,90065,Writing,1.092
nm0553339,2,Arthur Martinelli,1047646,Camera,0.6
nm0492431,0,Lewis E. Lawes,128780,Writing,0.6
nm0140902,2,Lewis Carroll,70647,Writing,3.326
nm0035159,2,Richard Arlen,29760,Acting,1.932
nm0042552,2,William Austin,134268,Acting,1.4
nm0363414,2,Hugh Harman,112993,Directing,1.8
nm0411208,2,Rudolf Ising,112994,Directing,1.646
nm0262080,2,Alphonse Ethier,97776,Acting,0.6
nm0548403,2,Gene Markey,131602,Writing,1.4
nm0778636,0,Kathryn Scola,105452,Writing,1.4
nm0193562,2,Edward Curtiss,13350,Editing,0.648
nm0039989,2,Nils Asther,29036,Acting,2.423
nm0605312,1,Toshia Mori,34760,Acting,1.4
nm0175369,2,Walter Connolly,30156,Acting,1.052
nm0831897,1,Grace Zaring Stone,112067,Writing,0.6
nm0660923,2,Edward E. Paramore Jr.,112068,Writing,0.648
nm0048305,2,C. Graham Baker,115868,Writing,1.052
nm0604656,2,Frank Morgan,9067,Acting,1.176
nm0867144,2,Franchot Tone,72059,Acting,3.236
nm0290462,0,Caroline Francke,1194439,Writing,0.6
nm0186390,0,Mack Crane,1194440,Writing,0.6
nm0316512,0,James Gibbon,1007753,Editing,0.98
nm0696190,2,Robert Presnell Sr.,86358,Writing,1.4
nm0043786,0,John H. Ayers,1209240,Writing,0.6
nm0083353,0,Carol Bird,1209241,Writing,0.6
nm0211891,0,César de Sá,143148,Writing,0.98
nm0763351,2,Vasco Santana,143135,Acting,1.38
nm0182085,0,Beatriz Costa,143119,Acting,0
nm0798219,2,António Silva,143139,Acting,1.38
nm0326956,1,Teresa Gomes,143132,Acting,0
nm0183018,0,José Cottinelli Telmo,143142,Writing,0.6
nm0302040,0,José Galhardo,1076123,Writing,0
nm0691981,0,Raúl Portela,143145,Sound,0
nm0798186,0,Jaime Silva Filho,143146,Sound,1.4
nm0057339,2,Henri Barreyre,143147,Camera,0.6
nm0683114,1,Tempe Pigott,29603,Acting,0.98
nm0944087,1,Diana Wynyard,117499,Acting,1.153
nm0640547,1,Una O'Connor,2929,Acting,1.4
nm0515979,2,Frank Lloyd,72061,Directing,2.086
nm0115008,1,Irene Browne,144361,Acting,0.742
nm0002188,1,Dorothy Arzner,108983,Directing,0.608
nm0015399,1,Zoe Akins,1244303,Writing,1.048
nm0291124,0,Gilbert Frankau,1169890,Writing,0.6
nm0448987,1,Doris Kenyon,148837,Acting,1.4
nm0422436,1,Isabel Jewell,33277,Acting,1.532
nm0943758,2,William Wyler,10001,Directing,3.905
nm0541721,2,Daniel Mandell,4102,Editing,1.048
nm0733480,1,May Robson,13816,Acting,1.4
nm0729694,2,Allen Rivkin,86405,Writing,1.62
nm0938439,0,P.J. Wolfson,95862,Writing,2.064
nm0068650,2,James Warner Bellah,70037,Writing,1.548
nm0070361,2,Robert Benchley,94433,Acting,1.352
nm0024669,1,Adrienne Ames,588899,Acting,1.052
nm0547446,2,Edwin L. Marin,78053,Directing,1.4
nm0057456,0,Barry Barringer,1023464,Writing,0.6
nm0434835,0,Gordon Kahn,117852,Writing,1.4
nm0871166,2,Joe Traub,119531,Writing,0.652
nm0757104,2,Takeshi Sakamoto,213519,Acting,1.96
nm0299346,0,Nobuko Fushimi,1065416,Acting,0.84
nm1586462,2,Den Ohinata,1065417,Acting,1.686
nm0407329,1,Chôko Iida,145250,Acting,1.96
nm0407456,2,Tadao Ikeda,145249,Writing,1.62
nm0837499,2,Shôjirô Sugimoto,1092906,Camera,0.84
nm0411058,0,Kazuo Ishikawa,1092907,Editing,0.6
nm0454651,0,Dennis King,95756,Acting,0.98
nm0730018,2,Hal Roach,33223,Production,2.188
nm0736778,2,Charley Rogers,131406,Acting,1.708
nm0534221,1,Jeanie Macpherson,148786,Writing,1.38
nm0780107,2,Eugène Scribe,1093162,Writing,0.6
