,gender,name,id,known_for_department,popularity
nm1700020,2,Thomas Verhaeghe,1015649,Production,0.6
nm1687108,0,Vipul Binjola,1313744,Writing,0.98
nm5623923,2,Satya,1638503,Acting,1.4
nm0512963,2,Cody Linley,88076,Acting,0.6
nm1817240,1,Brie Gabrielle,98271,Acting,0.6
nm1226767,2,Micah Alberti,98274,Acting,1.388
nm1060922,0,Tyler Oliver,971918,Writing,0.6
nm1169463,2,Jamieson Stern,98293,Writing,0.6
nm0494822,0,Eric Leach,1411844,Camera,0.98
nm2309326,0,Radu Ion,971920,Editing,1.4
nm0458079,2,Keith Kjornes,32546,Writing,1.4
nm1921070,0,Steve B. Harris,1423828,Production,0.6
nm1667361,1,Madison Bauer,990986,Acting,0.6
nm1938064,2,Deon Taylor,119419,Directing,0.65
nm2595239,1,Diana Erwin,119420,Writing,0.6
nm1132330,2,Vincent Gillioz,128496,Sound,0.6
nm0424901,2,David Leslie Johnson-McGoldrick,142686,Writing,2.564
nm2858852,0,Alex Mace,1131836,Writing,0.6
nm2248832,1,Jennifer Killoran,1128184,Production,0.6
nm9202414,1,Ruhani Sharma,1913620,Acting,0.6
nm0080223,0,Bhanuchander,1107010,Acting,0.6
nm5703199,1,Prashanti Tipirneni,1606146,Costume & Make-Up,0.6
nm6419400,2,Vivek Sagar,1608580,Sound,0.6
nm0548169,2,Nicolas Marié,78421,Acting,1.619
nm3449976,2,Raphaël Beau,968400,Sound,0.6
nm3041056,2,Christian Friedel,71374,Acting,1.22
nm0414272,2,Ernst Jacobi,26498,Acting,1.566
nm2914059,1,Leonie Benesch,119065,Acting,1.052
nm0441798,2,Michael Katz,6101,Production,0.6
nm0068106,2,Chris Bell,78720,Directing,0.6
nm1904066,2,Mike Bell,2285837,Acting,0.67
nm3017013,2,Mark Bell,2312377,Acting,0.6
nm0007459,0,Hank Aaron,1219050,Acting,0.6
nm1335463,0,Tamsin Rawady,1172502,Writing,0.6
nm1726663,2,Dave Porter,1280070,Sound,0.6
nm1466103,0,Brian Singbiel,130241,Editing,0.6
nm2192439,1,Lucy DeVito,139310,Acting,7.182
nm0239301,0,Kristina Dubin,1421520,Production,0.6
nm0098676,1,Michelle Botticelli,958083,Editing,0.6
nm1913734,1,Rooney Mara,108916,Acting,5.441
nm2415436,1,Georgia King,73462,Acting,1.4
nm1543212,1,Amy Ferguson,230060,Acting,0.84
nm1036527,1,Francesca Gregorini,564082,Directing,0.731
nm0902278,1,Tatiana von Fürstenberg,564083,Acting,0.6
nm0002685,2,Roger Neill,30872,Sound,0.6
nm0399146,0,Brian Rigney Hubbard,1103655,Camera,0.6
nm0212137,2,Alfredo De Villa,86378,Directing,0.694
nm0841559,0,Alison Swan,941935,Writing,0.6
nm0619868,2,Rick Najera,98404,Acting,0.611
nm1199107,2,Zach Cregger,84833,Acting,1.4
nm2222515,2,Trevor Moore,84834,Acting,0.6
nm0018161,1,Raquel Alessi,16840,Acting,1.14
nm0822784,1,Molly Stanton,186310,Acting,0.652
nm1469262,2,Ryan Homchick,171742,Acting,0.6
nm2251450,0,Thomas Mimms,1499897,Writing,0.6
nm0162801,0,Vincent Cirrincione,1251944,Production,0.6
nm0393294,1,Sinjai Plengpanit,565528,Acting,0.6
nm2860382,0,Songsit Roongnophakunsri,1259528,Acting,0.6
nm2865685,0,Pimpan Buranapim,1276353,Acting,0.6
nm0634964,2,Thomas J. Nordberg,20297,Editing,0.6
nm0103299,2,Justin Bradley,112463,Acting,1.4
nm2860544,0,Alex Flinn,119705,Writing,0.6
nm0907999,1,Mandy Walker,57849,Camera,0.98
nm2878997,0,Andrew Bagby,556504,Acting,0.6
nm2879187,0,David Bagby,556505,Acting,0.6
nm2879706,0,Kathleen Bagby,1051827,Acting,0.6
nm0119989,2,Peter Bull,136082,Writing,0.6
nm0710447,2,James Ransone,5296,Acting,1.852
nm0088144,1,Tempestt Bledsoe,92087,Acting,2.008
nm0309540,2,Bill Gates,240633,Acting,1.025
nm0831601,2,Christian Stolte,36091,Acting,1.62
nm0123174,0,Bryan Burrough,70306,Writing,0.6
nm1240085,2,Sam Levy,1075441,Camera,1.4
nm4696811,0,Dorian Popa,1255365,Acting,0.6
nm1735418,2,Marius Ivașcu,1401197,Camera,0.6
nm1315834,1,Shin Min-kyung,97023,Editing,0.6
nm2523105,2,Lee Min-ki,1299351,Acting,0.982
nm0237080,0,David S. Dranitzke,15023,Visual Effects,0.6
nm0453749,2,Kim Young-ho,936834,Camera,0.6
nm1865834,1,Aarti Mann,886292,Acting,2.07
nm0935921,2,Dean Winters,68763,Acting,3.231
nm0438223,0,David Kaplan,562194,Directing,0.6
nm0541902,2,Aasif Mandvi,20644,Acting,2.324
nm1698562,0,Jonathan Bines,1225016,Writing,0.6
nm1590775,1,Lillian LaSalle,1814896,Production,0.6
nm1728526,0,Ayça İnci,1162044,Acting,0.6
nm1759018,0,Burak Hakkı,1248245,Acting,0.6
nm1203229,0,Cem Kurtoglu,1162046,Acting,0.6
nm1197015,0,Sefa Zengin,1162047,Acting,0.6
nm0243943,2,Justin R. Durban,1316813,Sound,0.6
nm4921260,2,Dulquer Salmaan,1115225,Acting,1.36
nm1543795,0,Alphons Joseph,587724,Sound,0.6
nm1572865,2,Charles Ladmiral,49829,Editing,0.6
nm1316418,2,Willam Belli,170432,Acting,0.743
nm2359037,0,Michael Nachoff,237446,Writing,0.6
nm1507393,0,Dwayne Wayans,1532746,Sound,0.6
nm2104193,1,Shoshana Bush,84835,Acting,0.728
nm0915458,2,Damon Wayans Jr.,87822,Acting,2.234
nm1349040,2,Damien Dante Wayans,59229,Acting,0.98
nm0915460,2,Craig Wayans,35751,Writing,0.6
nm1903625,0,Damien Douglas,1532745,Production,0.6
nm1391738,1,Song Ji-hyo,85174,Acting,3.674
nm2011816,2,Lee Tae-hun,43563,Production,0.6
nm0429069,1,Rashida Jones,80591,Acting,3.481
nm1901220,1,Sarah Burns,80592,Acting,1.4
nm3924219,0,Wenwen Han,1443364,Acting,0.84
nm0677597,0,Philippe Petit,81425,Acting,0.84
nm3072750,0,Jean François Heckel,81426,Acting,1.38
nm3072759,0,Jean-Louis Blondeau,81428,Acting,0.6
nm3072764,0,Annie Allix,81429,Acting,0.6
nm0707775,0,J. Ralph,1341534,Sound,0.6
nm0007125,2,Igor Martinović,65070,Camera,0.61
nm2007213,2,Will Bates,930989,Sound,0.6
nm0166921,1,Hillary Clinton,216674,Acting,1.62
nm0001051,2,Bill Clinton,116341,Acting,2.015
nm1682433,2,Barack Obama,102786,Acting,1.849
nm2039950,0,Christian Gailly,1125202,Writing,0.98
nm0004124,0,Laurent Herbiet,439550,Directing,1.54
nm0863599,2,Filippo Timi,105868,Acting,0.785
nm0751564,2,Fausto Russo Alesi,105870,Acting,1.4
nm1538552,1,Michela Cescon,105871,Acting,0.938
nm1713233,2,Mario Gianani,1032318,Production,0.996
nm0188262,0,Carlo Crivelli,239152,Sound,0.6
nm0162668,0,Daniele Cipri,1255966,Creator,0.6
nm11252691,1,Shahad Alahmari,2495523,Acting,0.6
nm9640325,0,Yousef Aldakheel,2495568,Acting,0.6
nm11252694,1,Lama Alfard,2495539,Acting,0.6
nm7048963,0,Ibrahim Alkhairallah,2495506,Acting,0.6
nm8622744,2,Malik Nejer,2272963,Directing,0.6
nm8568902,2,Abdulaziz Almuzaini,2495500,Directing,0.6
nm11252697,0,Saleh Hadad,2504957,Sound,0.6
nm0281508,2,Ruben Fleischer,91268,Directing,1.214
nm1014201,2,Rhett Reese,7932,Writing,1.141
nm1116660,2,Paul Wernick,91269,Writing,1.259
nm2867565,2,David Sardy,54420,Sound,0.6
nm2895440,0,Robb Reiner,103209,Acting,0.6
nm2904057,0,Steve 'Lips' Kudlow,103207,Acting,0.648
nm3347664,0,Tiziana Arrigoni,103217,Acting,0.6
nm1022823,0,Scott Ian Rosenfeld,1228848,Acting,0.6
nm0814594,2,Christopher Soos,485159,Camera,0.6
nm0208579,2,Mark De Gli Antoni,1396242,Sound,0.6
nm3167488,0,Richard Brenneman,938995,Acting,0.6
nm0065222,0,Marilyn Beck,938992,Acting,0.6
nm0954912,0,Marina Zenovich,938835,Directing,0.838
nm1557894,0,P.G. Morgan,1165328,Writing,0.6
nm0944803,1,Lila Yacoub,18783,Production,0.6
nm1482028,0,Odysseas Papaspiliopoulos,123049,Acting,1.4
nm1731613,0,Léa Wiazemsky,212104,Acting,0.6
nm1656041,0,Tess Spentzos,1160200,Acting,0.6
nm0471124,0,Manos Krezias,1089512,Production,0.6
nm3037108,0,Piers McGrail,1108141,Camera,0.828
nm2830839,0,Ivan Kavanagh,1310498,Directing,0.6
nm0825350,0,Nicolas Steil,1018991,Production,1.009
nm3792548,2,John Lee,1487264,Camera,0.6
nm0428065,1,Felicity Jones,72855,Acting,7.029
nm2008435,2,Luke Treadaway,103351,Acting,1.539
nm3584268,2,James Norton,1205278,Acting,1.4
nm1852103,0,Donald Rice,1048623,Directing,0.6
nm2876472,0,Mary Henely-Magill,1122197,Writing,0.6
nm6206062,0,Julia Strachey,1487258,Writing,0.6
nm0752633,2,John Damien Ryan,22299,Editing,0.6
nm0004877,0,Roy Edward Disney,67630,Acting,0.6
nm0004894,2,Michael Eisner,139473,Acting,1.4
nm1344116,0,Patrick Pacheco,139472,Writing,0.6
nm0447762,1,Ellen Keneshea,65601,Editing,0.6
nm2896816,2,Daniel Kunka,84753,Writing,0.6
nm0482175,2,Michael Lake,84758,Production,0.6
nm2249958,0,Josh McLaughlin,84761,Production,0.6
nm1050267,1,Motoko Kumai,1221438,Acting,1.4
nm1145578,2,Hajime Kamegaki,89972,Directing,0.98
nm1417151,2,Yasuharu Takanashi,1282991,Sound,0.6
nm0298048,2,Masaharu Fukuyama,127891,Acting,2.588
nm0457556,2,Kazuki Kitamura,2542,Acting,2.304
nm0632808,2,Hiroshi Nishitani,127890,Directing,1.22
nm0297990,0,Yasushi Fukuda,115934,Writing,1.052
nm0436606,2,Chihiro Kameyama,135380,Production,1.22
nm0840708,0,Yoshihiro Suzuki,1254252,Production,0.6
nm1013747,0,Matthew Cervi,1141814,Production,0.6
nm0838000,1,Charlotte Sullivan,1212960,Acting,3.083
nm3118508,0,Svet Rouskov,1192244,Writing,0.6
nm0850610,0,Patrick Tarr,1204186,Writing,0.6
nm2100946,0,Pascal Trottier,1204187,Writing,0.6
nm0055050,2,Paul Barkin,985636,Production,0.6
nm1144916,2,Jarin Blaschke,1135102,Camera,0.6
nm0244631,2,Nate Dushku,61542,Acting,0.652
nm2876628,0,Frank Sabatella,141030,Production,1.4
nm2874989,0,Elke Blasi,141032,Writing,0.6
nm1848206,0,Frank Mosca,1351468,Production,0.6
nm3076560,0,Stephen Tubin,1351476,Sound,0.6
nm1575364,0,Yuka Ruell,992059,Editing,0.6
nm1546187,2,John Baker,1196143,Acting,1.4
nm0006830,2,John J. Kelly,25292,Production,1.4
nm1416675,2,Munn Powell,1819060,Camera,0.6
nm1524440,2,Colin O'Donoghue,235767,Acting,3.821
nm2883153,0,Matt Baglio,585042,Writing,0.6
nm3159825,0,Maricel Álvarez,137919,Acting,0.6
nm3904817,1,Hanaa Bouchaib,137920,Acting,0.6
nm3127008,0,Guillermo Estrella,137921,Acting,1.234
nm1481172,2,Nicolás Giacobone,931800,Writing,0.6
nm3174584,2,Armando Bo,661870,Writing,0.919
nm1187273,1,Lee Na-young,123408,Acting,2.188
nm1065585,1,Chang Mi-hee,1232910,Acting,1.176
nm1530178,2,Jin Tae-hyeon,118694,Acting,1.094
nm2953042,0,Kim Gi-tae,1099788,Crew,0.6
nm0253024,0,Cansel Elçin,66980,Acting,1.38
nm0785080,0,Burak Sergen,66982,Acting,0.98
nm1108261,0,Yasar Abravaya,1174577,Acting,0.6
nm1754605,0,Özhan Eren,66979,Directing,0.6
nm1754484,0,Murat Saraçoğlu,142767,Directing,0.6
nm2318317,1,Jiah Khan,81093,Acting,0.656
nm1449223,0,Madhu B.,592814,Production,0.6
nm1266768,2,David Pinillos,979350,Editing,1.38
nm0258090,2,Roberto Enríquez,34054,Acting,5.092
nm0845189,1,Verónica Sánchez,90773,Acting,2.804
nm0718701,0,Antón Reixa,118957,Production,0.6
nm0771948,0,Gerhard Schirlo,37681,Camera,0.6
nm2961094,2,Jonas Hämmerle,111757,Acting,0.62
nm1149325,2,Runer Jonsson,998515,Writing,0.6
nm4380835,0,Simon Hauschild,1424875,Writing,1.008
nm2143950,2,Luca Marinelli,509344,Acting,1.388
nm2899175,2,Alessandro Borghi,1395660,Acting,3.952
nm3642867,1,Roberta Mattei,1507975,Acting,1.531
nm0129997,0,Claudio Caligari,228745,Writing,0.6
nm7142686,0,Giordano Meacci,1507972,Writing,0.694
nm4596969,0,Francesca Serafini,1507971,Writing,0.6
nm2212109,1,Clara Machado,1895686,Production,0.6
nm0972531,1,Louise Monot,78425,Acting,1.903
nm3367478,2,Alex Lutz,1146860,Acting,2.705
nm0526999,2,Bert Luppes,297193,Acting,1.4
nm0502232,1,Caro Lenssen,139555,Acting,1.712
nm2529974,2,Tom de Mol,1317615,Production,0.84
nm0312923,0,Guido van Gennep,144161,Camera,0.84
nm1903338,2,Micky McPherson,1157850,Production,0.6
nm1765073,0,Jonas Armstrong,119224,Acting,3.21
nm0751085,2,Clive Russell,19901,Acting,1.96
nm1255497,0,Darin Silverman,971534,Writing,0.6
nm0031993,0,Lauri Apelian,57259,Production,0.6
nm0197854,2,Joe Daley,946320,Production,0.6
nm0466936,1,Baran Kosari,1061525,Acting,1.62
nm2079292,2,Saber Abar,1265705,Acting,0.631
nm1794495,2,Hamed Behdad,132972,Acting,1.176
nm2892436,0,Parisa Bakhtavar,1265704,Directing,0.6
nm0693847,2,Morteza Pursamadi,1553415,Camera,0.828
nm0779325,1,Jill Scott,4721,Acting,0.98
nm1759049,0,Mete Horozoğlu,107999,Acting,0.6
nm3103879,2,Ilker Kizmaz,108001,Acting,0.98
nm2461192,2,Barış Bağcı,107990,Acting,2.136
nm3104035,0,Ozgur Eren Koc,108002,Acting,0.6
nm2896395,0,Levent Semerci,107903,Directing,0.6
nm2895699,0,M. Ilker Altinay,107984,Writing,0.6
nm2887012,0,Hakan Evrensel,107985,Writing,0.6
nm3668064,0,Vedat Özdemir,1509079,Camera,0.6
nm1053785,0,Molly Smith,47287,Production,0.6
nm6237346,2,Judah Lewis,1538780,Acting,1.351
nm1032743,2,Bryan Sipe,1408804,Writing,0.6
nm2590720,0,Trent Luckinbill,1519864,Production,0.6
nm0615025,2,James Murray,435243,Acting,0.84
nm1600688,2,Raphael Coleman,89827,Acting,1.256
nm0853583,2,Owen Teale,58654,Acting,1.652
nm0814682,0,Paul Sopocy,89826,Writing,0.6
nm1282981,2,Simon Fawcett,964875,Production,0.6
nm3498099,0,Annette Hanshaw,1285400,Acting,0.6
nm2965970,0,Aseem Chhabra,1285401,Acting,0.6
nm2966762,0,Bhavana Nagulapally,1285402,Acting,0.6
nm1054473,0,Manish Acharya,85677,Acting,0.6
nm1315434,1,Nina Paley,86523,Directing,0.6
nm1033349,0,Valmiki,1323093,Writing,0.6
nm1161987,0,Natasha Braier,69316,Camera,0.6
nm2931011,0,Piotr Jagiello,1027452,Acting,0.6
nm1522852,0,Ireneusz Czop,989498,Acting,0.98
nm0442606,0,Kevin Kavanaugh,15328,Art,0.828
nm3080981,1,Sarah Habel,87444,Acting,3.441
nm0189272,1,Shauna Cross,101903,Writing,1.119
nm1433549,1,Kelly Adams,125718,Acting,0.968
nm1568589,0,Luing Andrews,1117430,Acting,0.6
nm3032715,0,Katy Barker,1117431,Acting,0.6
nm0635431,0,Brock Norman Brock,83228,Writing,0.6
nm2929774,0,Danny Hansford,1117426,Production,0.6
nm5710807,0,Johnny Jewel,1310822,Sound,0.6
nm0790785,2,Jeremy Sheffield,53013,Acting,1.721
nm2991024,0,Rona Lipaz-Michael,53101,Acting,0.6
nm0726954,2,Eran Riklis,53090,Directing,0.6
nm1699780,0,Suha Arraf,53091,Writing,0.6
nm2175961,0,Habib Shadah,42418,Sound,0.6
nm0038901,0,Tova Asher,53096,Editing,0.6
nm0725648,0,Suzanne Rico,1237614,Acting,0.6
nm0006888,2,Tom Noonan,119232,Acting,1.763
nm0079545,2,Michael Beugg,57560,Production,0.6
nm2054400,2,Neels Van Jaarsveld,559641,Acting,1.4
nm0798798,2,Steven Silver,54297,Production,0.6
nm4527748,0,Greg Marinovich,1460271,Writing,0.98
nm4527726,0,João Silva,1460272,Writing,0.6
nm0295092,0,Adam Friedlander,1460276,Production,0.6
nm0720395,0,Karina Ressler,48789,Editing,0.6
nm0471406,2,Johannes Krisch,78231,Acting,1.83
nm2245192,1,Irina Potapenko,54666,Acting,0.622
nm0527278,2,Andreas Lust,78233,Acting,1.87
nm1306697,1,Ursula Strauss,47025,Acting,1.4
nm0818608,2,Götz Spielmann,100134,Directing,1.4
nm2898003,0,Prem Soni,92056,Directing,0.98
nm2016612,1,Suzanne D'Mello,2253252,Sound,0.828
nm3103552,0,Jeanine Ringer,1324389,Art,0.6
nm3248880,1,Claire Sloma,558930,Acting,0.6
nm3237441,0,Marlon Morton,558931,Acting,0.6
nm2982211,1,Amanda Bauer,558932,Acting,0.98
nm1090094,2,Brett Jacobsen,558933,Acting,0.6
nm1379002,2,David Robert Mitchell,558929,Writing,0.98
nm1532846,1,Adele Romanski,969845,Production,0.6
nm1786083,2,Kyle Newmaster,965436,Sound,0.98
nm0493439,2,James Laxton,960350,Camera,0.6
nm1474684,2,Julio Perez IV,971868,Editing,0.6
nm3550415,2,Daniel Carlisle,131877,Acting,0.6
nm2903202,2,Todd Kubrak,131876,Acting,0.6
nm2764828,1,Emily Peck,131875,Acting,0.6
nm0153774,2,Jacob Chase,131873,Directing,0.6
nm2242817,1,Samantha Housman,979489,Production,0.98
nm2320615,0,Danny Grunes,1516802,Camera,0.6
nm0208343,2,Raymond De Felitta,99496,Directing,0.764
nm1201051,0,Lauren Versel,1513805,Production,0.6
nm0580444,2,Paul Mercier,74953,Writing,0.6
nm0183750,0,Alyson Court,74951,Acting,2.932
nm1154161,1,Laura Bailey,75037,Acting,2.151
nm1886746,2,Roger Craig Smith,75038,Acting,1.054
nm0436780,2,Makoto Kamiya,74950,Directing,0.6
nm2352181,0,Paul Hanson,44741,Production,0.6
nm1605114,2,Christian McKay,28478,Acting,1.96
nm1443740,1,Zoe Kazan,35028,Acting,2.345
nm2904878,0,Robert Kaplow,1164689,Writing,0.6
nm0313012,0,Holly Gent,1164688,Writing,0.6
nm0658628,2,Vincent Palmo Jr.,1001361,Directing,0.6
nm1143816,1,Lily Rabe,4888,Acting,1.96
nm2917557,2,Marcus Hinchey,564870,Writing,0.6
nm1598010,0,Stacey Hersh,224216,Sound,0.6
nm1118104,1,Vivi Friedman,497737,Directing,0.6
nm1281678,1,Kathy Weiss,1033540,Directing,0.6
nm2911073,2,Matt Aselton,77651,Writing,1.128
nm0444983,1,Jessica N. Kehrhahn,1099736,Editing,0.6
nm1113895,2,Joe Egender,127701,Acting,0.728
nm2900754,1,Lea Kohl,585146,Acting,0.6
nm0378267,2,Steven Hentges,127697,Directing,0.98
nm2912703,0,L.D. Goffigan,127699,Writing,0.6
nm0900067,2,F.X. Vitolo,78975,Production,0.6
nm0992694,2,Danny Pino,72132,Acting,2.652
nm2157767,0,Alex Merkin,91614,Directing,0.6
nm2150926,0,Jesse Mittelstadt,91615,Writing,0.6
nm2092476,0,Julien Schwab,91616,Writing,0.6
nm1072901,0,Stephen Fromkin,65219,Writing,0.6
nm2671200,0,Nelson Andreu,1308770,Acting,0.6
nm2671742,0,Jorge Ayala,1308764,Acting,0.6
nm2905972,0,Vendela Vida,84415,Writing,1.231
nm0387764,0,Danijel Hočevar,229536,Production,0.6
nm1030925,2,Carlo Ljubek,32410,Acting,2.191
nm1086175,0,Hristo Mutafchiev,966876,Acting,1.166
nm1004808,1,Ana Papadopulu,586207,Acting,1.411
nm0464526,0,Stephan Komandarev,46199,Directing,0.6
nm1195601,0,Dušan Milić,28385,Writing,0.6
nm0202970,2,Larry David,16376,Writing,1.22
nm2864046,1,Louise Bourgoin,78216,Acting,1.711
nm0850361,0,Jacques Tardi,114364,Writing,0.6
nm0243983,2,Richard Durden,120833,Acting,1.39
nm1207904,2,Samuel Bayer,20031,Directing,0.98
nm0617523,2,Måns Mårlind,80923,Directing,0.6
nm0825407,2,Björn Stein,80924,Directing,0.6
nm0448965,0,Bill Kenwright,1234384,Production,0.6
nm0973652,0,Scott Holroyd,1212239,Acting,0.6
nm1516976,1,Katherine Von Till,983368,Acting,0.98
nm2356614,1,Jacqueline Schaeffer,123132,Writing,0.98
nm1469831,0,Jennifer Glynn,1011971,Production,0.6
nm1960436,0,Rikki Jarrett,983993,Production,0.6
nm1732890,0,Andrew Kaiser,137483,Sound,0.6
nm0615012,0,Jack L. Murray,62841,Production,0.6
nm2175732,1,Betsy Rue,76886,Acting,2.503
nm2909914,2,Zane Smith,966099,Writing,0.6
nm2209370,1,Katie Featherston,90596,Acting,2.603
nm2913790,2,Micah Sloat,90597,Acting,1.38
nm2104166,2,Mark Fredrichs,90598,Acting,1.15
nm2910808,1,Amber Armstrong,967678,Acting,0.6
nm2305431,2,Oren Peli,90591,Production,1.965
nm6618222,1,Lindsey Weber,1636657,Production,0.6
nm0341174,2,Douglas M. Griffin,60881,Acting,0.6
nm0870469,2,Dan Trachtenberg,568322,Directing,0.6
nm1061091,0,Josh Campbell,1117947,Writing,0.6
nm1173295,0,Matthew Stuecken,1493738,Writing,0.6
nm3227090,2,Damien Chazelle,136495,Directing,1.62
nm0382805,2,Bill Hicks,77193,Acting,0.972
nm2907093,0,Matt Harlock,134856,Directing,0.6
nm2405259,0,Paul Thomas,1135524,Directing,0.6
nm1631667,0,Karuna,120955,Acting,0.6
nm2546012,1,Kaya Scodelario,115150,Acting,9.446
nm4184816,0,James Howson,935050,Acting,0.98
nm4609589,0,Shannon Beer,1463866,Acting,0.6
nm0731990,0,Phil Robertson,53524,Production,0.6
nm2632878,1,Kimberley Nixon,124828,Acting,3.093
nm0505685,0,Nava Levin,19039,Production,0.6
nm1374680,2,Gackt Camui,106590,Acting,1.62
nm1679136,2,Guy Moshe,145612,Writing,2.188
nm0540962,0,Mathias Malzieu,1186852,Writing,0.6
nm1121600,1,Olivia Ruiz,1033011,Acting,0.6
nm2120560,2,Grand Corps Malade,1186858,Acting,1.4
nm1071849,0,Stéphane Berla,1186851,Directing,0.98
nm1265919,0,Soline Guyonneau,66869,Editing,0.6
nm1438589,2,Christoph Luser,20260,Acting,1.38
nm2134910,2,Gary Shaw,165708,Crew,0.6
nm1069800,1,Dominique McElligott,115146,Acting,2.591
nm3675884,0,Rosie Shaw,115147,Acting,0.6
nm1141430,1,Michele Gisser,1701627,Editing,0.6
nm0561956,1,Gina Marie May,85832,Acting,1.736
nm0706666,0,Bashar Rahal,105688,Acting,1.4
nm2361415,0,Ishitta Sharma,113688,Acting,0.6
nm2414127,0,Mudassar Aziz,105166,Writing,0.6
nm0890875,2,Vivek Vaswani,1012060,Acting,1.4
nm1190630,0,Sunil Patel,35787,Camera,0.6
nm2617417,0,Sanjay Ingle,928522,Editing,0.6
nm1856057,1,Mika Hijii,227615,Acting,1.62
nm0421709,2,Todd Jensen,58794,Acting,1.4
nm0282708,2,Isaac Florentine,78108,Directing,1.11
nm3087728,1,Anushka Sharma,81928,Acting,1.837
nm0706954,2,M. K. Raina,1033169,Acting,1.4
nm3121099,0,Nimit Jitranon,1044543,Sound,0.6
nm2925876,1,JeeJa Yanin,135347,Acting,4.983
nm1033529,0,Pongpat Wachirabunjong,127841,Acting,0.6
nm3063920,0,Taphon Phopwandee,1044537,Acting,0.6
nm2963250,2,Raphaël Rocher,119197,Production,1.4
nm1285144,2,Jean-Pierre Martins,82188,Acting,0.98
nm2278184,2,Yannick Dahan,119194,Writing,0.6
nm1119478,2,Benjamin Rocher,119195,Directing,0.6
nm2071861,0,Arnaud Bordas,119196,Writing,0.6
nm2425150,2,Nicolas Peufaillit,89631,Writing,0.6
nm2173066,0,Timothy A. Burton,1374810,Camera,0.6
nm0989959,1,Ksenia Solo,140407,Acting,2.597
nm1390614,1,Jennette McCurdy,133979,Acting,3.217
nm1229681,2,Da'Vone McDonald,221945,Acting,0.6
nm2165066,2,Carles Torrens,1017209,Directing,0.6
nm2916300,2,Jeremy Slater,1147923,Writing,0.764
nm1094560,2,Nick Phillips,65643,Production,0.6
nm0002530,1,Kelly Wagner,19662,Production,1.396
nm1032289,2,Zacarías M. de la Riva,56657,Sound,0.694
nm0225679,0,Kwesi Dickson,57816,Production,0.6
nm1441714,2,Itsuji Itao,52809,Acting,1.4
nm3136753,2,Yukihide Benny,112282,Acting,0.6
nm3136514,2,Jiji Bû,112283,Acting,1.38
nm1883583,2,Yoshihiro Nishimura,112280,Directing,2.36
nm2972626,0,Maki Mizui,112281,Acting,1.4
nm1828598,0,Sobhan,1183614,Directing,0.6
nm0997777,2,C. Ramprasad,1813403,Camera,0.6
nm0548848,0,Howard Marks,21435,Acting,0.98
nm0257967,0,Lisa Enos,89463,Acting,0.6
nm1804476,0,Dan Glendenning,1116393,Editing,0.6
nm0002490,2,Bob Marley,1024815,Acting,0.98
nm0005187,2,Ziggy Marley,154857,Acting,0.6
nm0549138,1,Rita Marley,237537,Acting,0.6
nm0824395,2,Charles Steel,20247,Production,NaN
nm1768696,0,Gino Roy,1013630,Editing,0.6
nm1767218,2,Lee Toland Krieger,109745,Directing,1.66
nm0363608,0,Tim Harms,1440138,Production,0.6
nm2672119,2,Bradley Stonesifer,1023323,Camera,0.6
nm0003861,2,David Jensen,60875,Acting,1.54
nm1278301,0,Giovanni Agnelli,968537,Production,0.6
nm2919410,0,Srikanth Naroj,1013137,Crew,0.694
nm1360697,1,Rukhsar,86890,Acting,0.6
nm0768297,2,Veerendra Saxena,86024,Acting,1.4
nm0338242,2,Peter N. Green,1456352,Camera,0.6
nm0723450,2,Jeff Rice,954441,Production,1.4
nm0866075,0,Daniel Toll,61689,Production,0.6
nm0498517,2,Andrew-Lee Potts,35863,Acting,2.16
nm2925319,0,Spence Wright,226538,Writing,0.6
nm2006895,2,Michael Kelly,1316611,Production,0.6
nm1367450,1,Desi Lydic,90719,Acting,1.654
nm2224447,0,Air,17232,Sound,0.6
nm1677210,1,Alex Stapleton,224644,Directing,0.6
nm0294583,2,Jeff Frey,1155476,Directing,0.6
nm0849032,2,Min Tanaka,136191,Acting,2.062
nm0620002,2,Takeo Nakahara,136193,Acting,0.6
nm2024072,0,Ryo Sugimoto,111231,Art,0.6
nm0996904,0,Vijay Galani,1050202,Production,0.6
nm0853753,2,Denny Tedesco,1422815,Directing,0.6
nm1396449,0,Derek Casari,1432596,Sound,0.97
nm5410017,0,Chris Hope,1130455,Directing,0.6
nm0511632,0,Mitchell Linden,1056825,Writing,0.6
nm0768957,1,Claire Scanlon,1296522,Directing,0.6
nm1160374,0,Tarun Mansukhani,146975,Directing,0.6
nm0690602,2,Marco Pontecorvo,59984,Camera,0.608
